OrphaCode,Disease Name,Orpha Epi Type,Orpha Epi Class,Orpha Epi Rate,Orpha Loc,Source,PMID
147,Carbamoyl-phosphate synthetase 1 deficiency,Prevalence at birth,1-9 / 1 000 000,0.0,Worldwide,20142522[PMID]_[EXPERT],20142522
147,Carbamoyl-phosphate synthetase 1 deficiency,Prevalence at birth,<1 / 1 000 000,0.077,United States,23972786[PMID],23972786
147,Carbamoyl-phosphate synthetase 1 deficiency,Prevalence at birth,1-9 / 1 000 000,0.125,Japan,2063931[PMID],2063931
23,Argininosuccinic aciduria,Prevalence at birth,1-9 / 1 000 000,0.46,United States,23972786[PMID],23972786
23,Argininosuccinic aciduria,Prevalence at birth,1-9 / 1 000 000,0.69,Finland,18616627[PMID],18616627
23,Argininosuccinic aciduria,Prevalence at birth,1-9 / 100 000,1.05,Austria,20236848[PMID],20236848
1538,Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_8266990[PMID],8266990
1496,Corpus callosum agenesis-neuronopathy syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,20301546[PMID],20301546
1496,Corpus callosum agenesis-neuronopathy syndrome,Point prevalence,1-5 / 10 000,47.0,Specific population,20301546[PMID],20301546
2233,Hypogonadism-mitral valve prolapse-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_2502012[PMID],2502012
2248,Hypoplastic left heart syndrome,Prevalence at birth,1-5 / 10 000,18.0,Worldwide,27409588[PMID]_30661430[PMID]_2339046[PMID]_ORPHANET,27409588
2248,Hypoplastic left heart syndrome,Prevalence at birth,1-5 / 10 000,18.0,Worldwide,27409588[PMID]_30661430[PMID]_2339046[PMID]_ORPHANET,30661430
2248,Hypoplastic left heart syndrome,Prevalence at birth,1-5 / 10 000,18.0,Worldwide,27409588[PMID]_30661430[PMID]_2339046[PMID]_ORPHANET,2339046
2248,Hypoplastic left heart syndrome,Prevalence at birth,1-5 / 10 000,16.2,United States,2339046[PMID],2339046
2248,Hypoplastic left heart syndrome,Prevalence at birth,1-9 / 100 000,8.0,China,27409588[PMID],27409588
2248,Hypoplastic left heart syndrome,Prevalence at birth,1-5 / 10 000,11.6,Sweden,30661430[PMID],30661430
2135,Hennekam-Beemer syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_19764024[PMID],19764024
2140,Congenital diaphragmatic hernia,Prevalence at birth,1-5 / 10 000,30.0,Worldwide,8982563[PMID]_[EXPERT]_ ORPHANET,8982563
2140,Congenital diaphragmatic hernia,Prevalence at birth,1-5 / 10 000,33.0,United States,1290156[PMID],1290156
2185,Congenital hydrocephalus,Prevalence at birth,6-9 / 10 000,59.0,United States,21763944[PMID],21763944
2185,Congenital hydrocephalus,Prevalence at birth,1-5 / 10 000,46.5,Europe,19410489[PMID],19410489
2116,Hartnup disease,Prevalence at birth,1-9 / 100 000,3.85,United States,ISBN:79130356[OTHER]_17555458[PMID],79130356
2116,Hartnup disease,Prevalence at birth,1-9 / 100 000,3.85,United States,ISBN:79130356[OTHER]_17555458[PMID],17555458
2116,Hartnup disease,Point prevalence,1-9 / 100 000,4.0,United Kingdom,909480[PMID],909480
351,Galactosialidosis,Prevalence at birth,1-9 / 1 000 000,0.14,Sweden,25274184[PMID],25274184
1933,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_2738799[PMID],2738799
1880,Ebstein malformation of the tricuspid valve,Prevalence at birth,1-9 / 100 000,4.7,"Taiwan, Province of China",20138303[PMID],20138303
1880,Ebstein malformation of the tricuspid valve,Prevalence at birth,1-9 / 100 000,6.0,United States,21465650[PMID]_19818453[PMID]_18657826[PMID],21465650
1880,Ebstein malformation of the tricuspid valve,Prevalence at birth,1-9 / 100 000,6.0,United States,21465650[PMID]_19818453[PMID]_18657826[PMID],19818453
1880,Ebstein malformation of the tricuspid valve,Prevalence at birth,1-9 / 100 000,6.0,United States,21465650[PMID]_19818453[PMID]_18657826[PMID],18657826
1880,Ebstein malformation of the tricuspid valve,Prevalence at birth,1-9 / 100 000,6.6,Specific population,15535817[PMID],15535817
255,Dopa-responsive dystonia,Point prevalence,1-9 / 1 000 000,0.5,Worldwide,8420194[PMID]_19533203[PMID],8420194
255,Dopa-responsive dystonia,Point prevalence,1-9 / 1 000 000,0.5,Worldwide,8420194[PMID]_19533203[PMID],19533203
1915,Fetal alcohol syndrome,Point prevalence,>1 / 1000,6800.0,South Africa,17127017[PMID],17127017
1851,Multicystic dysplastic kidney,Prevalence at birth,1-5 / 10 000,23.26,Worldwide,19171687[PMID],19171687
660,Omphalocele,Prevalence at birth,1-5 / 10 000,10.0,Czech Republic,23116348[PMID],23116348
660,Omphalocele,Point prevalence,1-5 / 10 000,0.0,Czech Republic,23116348[PMID],23116348
660,Omphalocele,Prevalence at birth,1-9 / 100 000,6.3,Japan,10646777[PMID],10646777
660,Omphalocele,Point prevalence,1-9 / 100 000,0.0,Japan,10646777[PMID],10646777
660,Omphalocele,Prevalence at birth,1-5 / 10 000,15.2,China,15498248[PMID],15498248
635,Neuroblastoma,Prevalence at birth,1-9 / 100 000,5.8,Europe,16919772[PMID],16919772
635,Neuroblastoma,Prevalence at birth,1-9 / 100 000,2.5,United States,21108439[PMID],21108439
635,Neuroblastoma,Prevalence at birth,1-5 / 10 000,14.0,Germany,11932471[PMID],11932471
635,Neuroblastoma,Annual incidence,1-9 / 100 000,1.26,Worldwide,22796286[PMID],22796286
2655,Thanatophoric dysplasia,Prevalence at birth,1-9 / 100 000,2.8,France,2785882[PMID],2785882
2655,Thanatophoric dysplasia,Prevalence at birth,1-9 / 100 000,3.5,Italy,3071354[PMID],3071354
2655,Thanatophoric dysplasia,Prevalence at birth,1-9 / 100 000,1.7,Sweden,8449630[PMID],8449630
2655,Thanatophoric dysplasia,Prevalence at birth,1-9 / 100 000,3.8,Denmark,2783977[PMID],2783977
2655,Thanatophoric dysplasia,Prevalence at birth,1-9 / 100 000,8.0,Ireland,22375084[PMID],22375084
2655,Thanatophoric dysplasia,Prevalence at birth,1-9 / 100 000,4.7,Latin America,22407836[PMID],22407836
2655,Thanatophoric dysplasia,Prevalence at birth,1-9 / 100 000,4.3,United States,22461456[PMID],22461456
606,Proximal myotonic myopathy,Point prevalence,1-9 / 100 000,1.0,Germany,12921797[PMID]_12970845[PMID],12921797
606,Proximal myotonic myopathy,Point prevalence,1-9 / 100 000,1.0,Germany,12921797[PMID]_12970845[PMID],12970845
606,Proximal myotonic myopathy,Point prevalence,1-5 / 10 000,10.0,Finland,16684600[PMID]_22995693[PMID],16684600
606,Proximal myotonic myopathy,Point prevalence,1-5 / 10 000,10.0,Finland,16684600[PMID]_22995693[PMID],22995693
606,Proximal myotonic myopathy,Point prevalence,1-9 / 1 000 000,0.17,United Kingdom,19767415[PMID],19767415
2970,Prune belly syndrome,Prevalence at birth,1-9 / 100 000,2.4,Italy,22506933[PMID]_ORPHANET,22506933
2970,Prune belly syndrome,Prevalence at birth,1-9 / 1 000 000,0.38,United Kingdom,8876090[PMID]_ORPHANET,8876090
2970,Prune belly syndrome,Prevalence at birth,1-9 / 100 000,3.42,Canada,6454342[PMID],6454342
2970,Prune belly syndrome,Prevalence at birth,1-9 / 100 000,3.8,United States,20381841[PMID],20381841
744,Proteus syndrome,Prevalence at birth,<1 / 1 000 000,0.0,Europe,21793738[PMID]_[EXPERT],21793738
744,Proteus syndrome,Point prevalence,<1 / 1 000 000,0.0,Europe,21793738[PMID]_[EXPERT]_European Medicines Agency 2018[INST],21793738
2903,Familial spontaneous pneumothorax,Point prevalence,1-5 / 10 000,54.64,Finland,22643181[PMID]_21364698[PMID],22643181
2903,Familial spontaneous pneumothorax,Point prevalence,1-5 / 10 000,54.64,Finland,22643181[PMID]_21364698[PMID],21364698
2901,Neuralgic amyotrophy,Annual incidence,1-9 / 100 000,1.64,United States,2996415[PMID]_[EXPERT],2996415
2901,Neuralgic amyotrophy,Annual incidence,1-9 / 100 000,3.0,United Kingdom,10733998[PMID],10733998
2901,Neuralgic amyotrophy,Lifetime Prevalence,1-5 / 10 000,30.0,United Kingdom,10733998[PMID],10733998
718,Isolated Pierre Robin syndrome,Point prevalence,1-9 / 100 000,0.0,United Kingdom,6626822[PMID],6626822
718,Isolated Pierre Robin syndrome,Prevalence at birth,1-9 / 100 000,8.0,France,22925539[PMID],22925539
718,Isolated Pierre Robin syndrome,Point prevalence,1-9 / 100 000,0.0,France,22925539[PMID],22925539
718,Isolated Pierre Robin syndrome,Prevalence at birth,1-5 / 10 000,12.4,Germany,24433508[PMID],24433508
718,Isolated Pierre Robin syndrome,Prevalence at birth,1-9 / 100 000,3.5,Denmark,14697070[PMID],14697070
718,Isolated Pierre Robin syndrome,Point prevalence,1-9 / 100 000,0.0,Denmark,14697070[PMID],14697070
718,Isolated Pierre Robin syndrome,Prevalence at birth,1-9 / 100 000,4.5,Sweden,8897214[PMID],8897214
718,Isolated Pierre Robin syndrome,Point prevalence,1-9 / 100 000,0.0,Sweden,8897214[PMID],8897214
718,Isolated Pierre Robin syndrome,Prevalence at birth,1-9 / 100 000,5.9,United Kingdom,6626822[PMID],6626822
718,Isolated Pierre Robin syndrome,Prevalence at birth,1-9 / 100 000,6.4,Netherlands,25994858[PMID],25994858
290,Congenital rubella syndrome,Prevalence at birth,1-9 / 1 000 000,0.29,France,22178098[PMID],22178098
290,Congenital rubella syndrome,Prevalence at birth,1-9 / 1 000 000,0.24,Germany,22178098[PMID],22178098
290,Congenital rubella syndrome,Prevalence at birth,1-9 / 1 000 000,0.8,Italy,22178098[PMID],22178098
290,Congenital rubella syndrome,Prevalence at birth,1-9 / 1 000 000,0.64,Netherlands,22178098[PMID],22178098
290,Congenital rubella syndrome,Prevalence at birth,1-9 / 1 000 000,0.27,Austria,22178098[PMID],22178098
290,Congenital rubella syndrome,Prevalence at birth,1-9 / 100 000,2.18,Romania,22178098[PMID],22178098
290,Congenital rubella syndrome,Prevalence at birth,1-9 / 1 000 000,0.22,Spain,22178098[PMID],22178098
290,Congenital rubella syndrome,Prevalence at birth,<1 / 1 000 000,0.02,Turkey,22178098[PMID],22178098
290,Congenital rubella syndrome,Annual incidence,<1 / 1 000 000,0.03,Europe,22178098[PMID],22178098
290,Congenital rubella syndrome,Prevalence at birth,1-9 / 1 000 000,0.35,Europe,22178098[PMID],22178098
3071,Costello syndrome,Point prevalence,<1 / 1 000 000,0.08,Japan,22495831[PMID],22495831
763,Pycnodysostosis,Point prevalence,1-9 / 1 000 000,0.13,Worldwide,21569238[PMID],21569238
2983,Disorder of sex development-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_2098045[PMID]_8031539[PMID],2098045
2983,Disorder of sex development-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_2098045[PMID]_8031539[PMID],8031539
2301,Congenital short bowel syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_21042453[PMID]_22155368[PMID],21042453
2301,Congenital short bowel syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_21042453[PMID]_22155368[PMID],22155368
469,Hereditary fructose intolerance,Prevalence at birth,1-9 / 100 000,5.0,Switzerland,15880727[PMID],15880727
469,Hereditary fructose intolerance,Point prevalence,1-9 / 100 000,0.0,Switzerland,15880727[PMID],15880727
469,Hereditary fructose intolerance,Prevalence at birth,1-9 / 100 000,5.0,United Kingdom,12042775[PMID]_15880727[PMID]_8933337[PMID],12042775
469,Hereditary fructose intolerance,Prevalence at birth,1-9 / 100 000,5.0,United Kingdom,12042775[PMID]_15880727[PMID]_8933337[PMID],15880727
469,Hereditary fructose intolerance,Prevalence at birth,1-9 / 100 000,5.0,United Kingdom,12042775[PMID]_15880727[PMID]_8933337[PMID],8933337
469,Hereditary fructose intolerance,Point prevalence,1-9 / 100 000,0.0,United Kingdom,12042775[PMID]_15880727[PMID]_8933337[PMID],12042775
469,Hereditary fructose intolerance,Point prevalence,1-9 / 100 000,0.0,United Kingdom,12042775[PMID]_15880727[PMID]_8933337[PMID],15880727
469,Hereditary fructose intolerance,Point prevalence,1-9 / 100 000,0.0,United Kingdom,12042775[PMID]_15880727[PMID]_8933337[PMID],8933337
469,Hereditary fructose intolerance,Prevalence at birth,1-9 / 100 000,3.8,Germany,15880727[PMID],15880727
469,Hereditary fructose intolerance,Point prevalence,1-9 / 100 000,0.0,Germany,15880727[PMID],15880727
469,Hereditary fructose intolerance,Prevalence at birth,1-9 / 100 000,0.0,Poland,16406649[PMID],16406649
469,Hereditary fructose intolerance,Point prevalence,1-9 / 100 000,3.2,Poland,16406649[PMID],16406649
469,Hereditary fructose intolerance,Point prevalence,1-9 / 100 000,7.5,Finland,14565820[PMID]_ORPHANET,14565820
2308,Jacobsen syndrome,Prevalence at birth,1-9 / 100 000,1.5,United States,[EXPERT]_19267933[PMID],19267933
502,Trichorhinophalangeal syndrome type 2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26269715[PMID],26269715
2370,Larsen-like osseous dysplasia-short stature syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_ 12784294[PMID]_1916762[PMID],12784294
2370,Larsen-like osseous dysplasia-short stature syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_ 12784294[PMID]_1916762[PMID],1916762
506,Leigh syndrome,Annual incidence,1-9 / 100 000,1.3,Australia,8602753[PMID],8602753
180242,Malignant tumor of fallopian tubes,Annual incidence,1-9 / 1 000 000,0.11,United Kingdom,16263546[PMID],16263546
180242,Malignant tumor of fallopian tubes,Annual incidence,1-9 / 1 000 000,0.15,Denmark,2706135[PMID],2706135
180242,Malignant tumor of fallopian tubes,Annual incidence,1-9 / 1 000 000,0.16,United States,18027113[PMID],18027113
560,Marshall syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17236192[PMID]_19449424[PMID],17236192
560,Marshall syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17236192[PMID]_19449424[PMID],19449424
570,Moebius syndrome,Prevalence at birth,1-9 / 100 000,2.12,Netherlands,12913192[PMID],12913192
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,6.0,France,11641035[PMID]_17616847[PMID]_[EXPERT]_Haute Autorité de Santé 2010[INST],11641035
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,6.0,France,11641035[PMID]_17616847[PMID]_[EXPERT]_Haute Autorité de Santé 2010[INST],17616847
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,France,11641035[PMID]_17616847[PMID]_[EXPERT]_Haute Autorité de Santé 2010[INST],11641035
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,France,11641035[PMID]_17616847[PMID]_[EXPERT]_Haute Autorité de Santé 2010[INST],17616847
716,Phenylketonuria,Prevalence at birth,1-5 / 10 000,10.0,Europe,20971365[PMID]_17616847[PMID],20971365
716,Phenylketonuria,Prevalence at birth,1-5 / 10 000,10.0,Europe,20971365[PMID]_17616847[PMID],17616847
716,Phenylketonuria,Point prevalence,1-5 / 10 000,0.0,Europe,20971365[PMID]_17616847[PMID]_European Medicines Agency 2016[INST],20971365
716,Phenylketonuria,Point prevalence,1-5 / 10 000,0.0,Europe,20971365[PMID]_17616847[PMID]_European Medicines Agency 2016[INST],17616847
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,8.0,United Kingdom,16690699[PMID],16690699
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,United Kingdom,16690699[PMID],16690699
716,Phenylketonuria,Prevalence at birth,1-5 / 10 000,22.0,Ireland,9254847[PMID]_[EXPERT],9254847
716,Phenylketonuria,Point prevalence,1-5 / 10 000,0.0,Ireland,9254847[PMID]_[EXPERT],9254847
716,Phenylketonuria,Prevalence at birth,1-9 / 1 000 000,0.0,Finland,8825928[PMID]_[EXPERT],8825928
716,Phenylketonuria,Point prevalence,1-9 / 1 000 000,0.0,Finland,8825928[PMID]_[EXPERT],8825928
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,2.9,United States,11581453[PMID]_21659675[PMID]_22766612[PMID],11581453
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,2.9,United States,11581453[PMID]_21659675[PMID]_22766612[PMID],21659675
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,2.9,United States,11581453[PMID]_21659675[PMID]_22766612[PMID],22766612
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,United States,11581453[PMID]_21659675[PMID],11581453
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,United States,11581453[PMID]_21659675[PMID],21659675
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,3.0,Latin America,17701285[PMID]_ORPHANET,17701285
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,Latin America,17701285[PMID]_ORPHANET,17701285
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,4.9,Brazil,19068582[PMID],19068582
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,Brazil,19068582[PMID],19068582
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,7.5,Australia,10617747[PMID],10617747
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,Australia,10617747[PMID],10617747
716,Phenylketonuria,Prevalence at birth,1-5 / 10 000,11.9,Iceland,21659675[PMID],21659675
716,Phenylketonuria,Point prevalence,1-5 / 10 000,0.0,Iceland,21659675[PMID],21659675
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,1.16,Japan,6468444[PMID]_20971365[PMID]_ ORPHANET,6468444
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,1.16,Japan,6468444[PMID]_20971365[PMID]_ ORPHANET,20971365
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,Japan,6468444[PMID]_20971365[PMID]_ ORPHANET,6468444
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,Japan,6468444[PMID]_20971365[PMID]_ ORPHANET,20971365
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,4.8,China,23430943[PMID]_19718537[PMID]_15906732[PMID]_ORPHANET,23430943
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,4.8,China,23430943[PMID]_19718537[PMID]_15906732[PMID]_ORPHANET,19718537
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,4.8,China,23430943[PMID]_19718537[PMID]_15906732[PMID]_ORPHANET,15906732
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,China,23430943[PMID]_19718537[PMID]_15906732[PMID]_ORPHANET,23430943
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,China,23430943[PMID]_19718537[PMID]_15906732[PMID]_ORPHANET,19718537
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,China,23430943[PMID]_19718537[PMID]_15906732[PMID]_ORPHANET,15906732
716,Phenylketonuria,Prevalence at birth,1-9 / 1 000 000,0.46,Thailand,15906730[PMID],15906730
716,Phenylketonuria,Point prevalence,1-9 / 1 000 000,0.0,Thailand,15906730[PMID],15906730
716,Phenylketonuria,Prevalence at birth,1-5 / 10 000,24.0,Turkey,11432505[PMID]_[EXPERT],11432505
716,Phenylketonuria,Point prevalence,1-5 / 10 000,0.0,Turkey,11432505[PMID]_[EXPERT],11432505
716,Phenylketonuria,Prevalence at birth,1-9 / 100 000,5.0,United Arab Emirates,15751925[PMID],15751925
716,Phenylketonuria,Point prevalence,1-9 / 100 000,0.0,United Arab Emirates,15751925[PMID],15751925
287,Classical Ehlers-Danlos syndrome,Point prevalence,1-9 / 100 000,5.0,Worldwide,20301422[PMID]_20847697[PMID]_[EXPERT],20301422
287,Classical Ehlers-Danlos syndrome,Point prevalence,1-9 / 100 000,5.0,Worldwide,20301422[PMID]_20847697[PMID]_[EXPERT],20847697
63,Alport syndrome,Prevalence at birth,1-9 / 100 000,1.9,Finland,8955456[PMID],8955456
54,X-linked recessive ocular albinism,Prevalence at birth,1-9 / 1 000 000,0.84,Denmark,9887374[PMID]_[EXPERT],9887374
54,X-linked recessive ocular albinism,Point prevalence,1-9 / 1 000 000,0.0,Denmark,9887374[PMID]_[EXPERT],9887374
54,X-linked recessive ocular albinism,Prevalence at birth,1-9 / 100 000,1.0,United States,20301517[PMID],20301517
54,X-linked recessive ocular albinism,Point prevalence,1-9 / 100 000,0.0,United States,20301517[PMID],20301517
154,Familial isolated dilated cardiomyopathy,Annual incidence,1-9 / 100 000,2.91,Europe,16839424[PMID]_[EXPERT]_ ORPHANET,16839424
154,Familial isolated dilated cardiomyopathy,Point prevalence,1-5 / 10 000,17.5,Europe,16839424[PMID]_[EXPERT]_ ORPHANET,16839424
154,Familial isolated dilated cardiomyopathy,Annual incidence,1-9 / 100 000,6.0,United States,2766509[PMID],2766509
84,Fanconi anemia,Point prevalence,1-9 / 100 000,3.3,Specific population,7492758[PMID],7492758
84,Fanconi anemia,Point prevalence,1-9 / 1 000 000,0.3,Europe,20824457[PMID]_European Medicines Agency 2018[INST],20824457
84,Fanconi anemia,Point prevalence,1-9 / 1 000 000,0.3,Worldwide,11389461[PMID]_ORPHANET,11389461
84,Fanconi anemia,Prevalence at birth,1-9 / 100 000,2.2,Israel,20435624[PMID],20435624
84,Fanconi anemia,Point prevalence,1-9 / 100 000,2.5,Specific population,11344308[PMID],11344308
84,Fanconi anemia,Point prevalence,1-9 / 100 000,2.5,Specific population,15522956[PMID],15522956
70,Proximal spinal muscular atrophy,Prevalence at birth,1-5 / 10 000,20.0,Europe,23107878[PMID],23107878
69,Amyloidosis,Point prevalence,1-9 / 100 000,1.91,"Korea, Republic of",28877709[PMID],28877709
